source_report_date,export_loaded_at_utc,Event Date,App Name,App Apple ID,Subscription Name,Subscription Apple ID,Subscription Group ID,Standard Subscription Duration,Subscription Offer Name,Promotional Offer ID,Subscription Offer Type,Subscription Offer Duration,Marketing Opt-In Duration,Customer Price,Customer Currency,Developer Proceeds,Proceeds Currency,Preserved Pricing,Proceeds Reason,Client,Device,Country,Subscriber ID,Subscriber ID Reset,Refund,Purchase Date,Units
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,Free Trial,7 Days,,0.00,TRY,0.00,TRY, , , ,iPhone,TR,455610342374665,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPad,TR,630529219388994,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPad,TR,644540649819369,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,Free Trial,7 Days,,0.00,TRY,0.00,TRY, , , ,iPad,TR,420716256512148,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,476591746863024,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,490601780756138,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,777557712974310,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,665581724500170,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,483584284279287,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,483601822060149,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,189644381580236,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,497576879336686,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,567628898146809,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,441696427882075,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,497582846895850,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,581615299678191,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,686460728596316,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-21,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,658519641243221,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-21,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,182638158151220,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,Free Trial,7 Days,,0.00,TRY,0.00,TRY, , , ,iPhone,TR,420716253598867,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,9.99,USD,8.49,USD, ,Rate After One Year, ,iPhone,US,434659968006770,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,10.00,CHF,7.86,CHF, ,Rate After One Year, ,iPhone,CH,483581341612693,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,490576924728634,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,203681698416527,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,462629118922763,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,588621809094748,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,525645936977520,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,238703647069757,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,245590108227207,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,609630846247075,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,518493857322093,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,567629972243357,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,672523314303241,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-21,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,644574386509811,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-21,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,511589856466971,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-21,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,651571816220320,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,Free Trial,7 Days,,0.00,TRY,0.00,TRY, , , ,iPhone,TR,266709223223746,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-21,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,9.99,USD,7.00,USD, , , ,iPhone,US,637510659516894,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPad,TR,525660521352675,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,609630838506398,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,511587367002308,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,784479810352618,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,504620864410210,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,630586733996172,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,497589555881763,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,511594662712205,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-21,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,9.99,EUR,7.14,EUR, ,Rate After One Year, ,iPhone,DE,658516503457591,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-21,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,504637090516981,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-21,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,434660749623879,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,Free Trial,7 Days,,0.00,TRY,0.00,TRY, , , ,iPhone,TR,182645558124346,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,Free Trial,7 Days,,0.00,TRY,0.00,TRY, , , ,iPhone,TR,658529991136845,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,Apple TV,TR,441624365824882,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-16,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,658522489758723,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,420703462362717,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,476598850821032,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,658525751313033,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,189678602531987,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-21,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,651552093991969,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-21,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,651554764912606,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-21,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,560580061101818,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-21,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,686463131654918,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPad,TR,539527817199380,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-05-28,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,504626138089964,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,266689070260993,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,623594120466263,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,539503637063239,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,238737991633423,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,588636203089412,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,644556829863473,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,560599463477237,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,651543071490943,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,553429656079967,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,609635717977281,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,238730105093706,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,525636890738493,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,574650186254797,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,672515993116718,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,574617538942162,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,560596810501310,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,434677180914860,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,Free Trial,7 Days,,0.00,TRY,0.00,TRY, , , ,iPhone,TR,532631993293647,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,-249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,658514501160084,,Yes,2026-05-26,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-19,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPad,TR,644543402018980,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPad,TR,616618346229195,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,504639047339499,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,224763537366650,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,658515882996323,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,644565721693322,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,700486046774859,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,441682287541168,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,581585613008997,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,658500925773364,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,637490532137517,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,609632338415291,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,686477290660779,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,700485779634727,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,203703025178984,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,434687433317811,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,497573470867706,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-21,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,217731947211403,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,Free Trial,7 Days,,0.00,TRY,0.00,TRY, , , ,iPhone,TR,490606987650299,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPad,TR,266702178969830,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-16,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,567628728176561,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,469624265395546,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,224766790090908,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,658518617941438,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,224766800929218,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,693506543613417,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,679485724430739,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,567634984242104,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,588643796702950,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,1484000855804840,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,700506004105896,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,238723230307179,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-21,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,245597858407848,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-21,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,546532089974327,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-21,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,784480697163046,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,Free Trial,7 Days,,0.00,TRY,0.00,TRY, , , ,iPhone,TR,210615765139509,,,,1
