Order Number,Order Charged Date,Order Charged Timestamp,Financial Status,Device Model,Product Title,Package ID,Product Type,SKU ID,Currency of Sale,Item Price,Taxes Collected,Charged Amount,City of Buyer,State of Buyer,Postal Code of Buyer,Country of Buyer,Base Plan or Purchase Option ID,Offer ID,Group ID,First USD 1M Eligible,Promotion ID,Coupon Value,Discount Rate,Featured Product ID,Price Experiment ID,Sales Channel,source_zip,source_csv,order_charged_date,report_target_date,export_loaded_at_utc
GPA.3345-4788-8306-15973..8,2026-06-20,1781941473,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3341-8080-1838-77191..8,2026-06-20,1781941591,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3373-2995-6751-13899..9,2026-06-20,1781941722,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,,,18800,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3362-1674-6921-40704..13,2026-06-20,1781941784,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3319-9462-3870-27177..14,2026-06-20,1781942204,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,EUR,4.19,0.8,4.99,,,,DE,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3394-2896-6252-78287..15,2026-06-20,1781942221,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,Konya,KONYA,42090,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3371-2819-6284-90296..6,2026-06-20,1781942433,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,,,42310,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3321-3779-7842-39758..13,2026-06-20,1781943129,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3374-2986-1921-17264..0,2026-06-20,1781943214,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,,,35280,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3346-5295-2990-72023..16,2026-06-20,1781944156,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,,,,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3321-5739-8624-47932..19,2026-06-20,1781944803,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,Ankara,ANKARA,06270,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3385-8471-5668-15733..13,2026-06-20,1781944975,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3378-0658-8166-22074..11,2026-06-20,1781945039,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,,,,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3359-3141-3336-92947..25,2026-06-20,1781945084,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,,,16360,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3323-8405-3928-30096..1,2026-06-20,1781945123,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,,,,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3364-4121-8292-92475..20,2026-06-20,1781945161,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,,,,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3357-2605-4218-23108..1,2026-06-20,1781945415,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,,,34896,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3356-2415-3486-90433..6,2026-06-20,1781945470,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3334-8670-9079-47121..15,2026-06-20,1781945715,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,Sariyer,İSTANBUL,34396,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3349-0904-5219-53751..5,2026-06-20,1781946018,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,,,,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3337-8084-4057-36854..7,2026-06-20,1781946155,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3354-5088-4832-12986..11,2026-06-20,1781946329,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3389-5172-3336-92909..18,2026-06-20,1781946357,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,,,34724,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3304-0133-1678-54354..13,2026-06-20,1781946369,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3331-5868-9068-41935..10,2026-06-20,1781946481,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,,,48200,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3330-2014-8844-69630..25,2026-06-20,1781946515,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,Seyhan,ADANA,01100,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3390-9804-9933-91247..26,2026-06-20,1781946621,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,,,,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3314-3953-7211-92103..15,2026-06-20,1781946721,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,Denizli,,20000,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3353-3159-0270-93669..10,2026-06-20,1781946980,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,Talas,KAYSERI,38000,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3304-4324-1453-10869..11,2026-06-20,1781947008,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3388-6564-6916-16717..19,2026-06-20,1781947219,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,Nilüfer,BURSA,16270,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3353-2706-2684-90706..7,2026-06-20,1781947345,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,,,16940,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3351-4082-9071-68480..6,2026-06-20,1781947450,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,,,,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3323-0629-4748-20113..6,2026-06-20,1781947687,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3318-6244-9925-15525..1,2026-06-20,1781947983,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3375-3612-9532-23034..12,2026-06-20,1781948041,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,,,22100,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3361-0681-3360-43106..1,2026-06-20,1781948267,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,Marmara,BURSA,16000,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3397-9080-5077-49546..6,2026-06-20,1781948390,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,,,33434,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3345-8163-3219-44126..12,2026-06-20,1781948423,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,,,60100,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3359-8419-7174-60239..7,2026-06-20,1781948855,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3306-5838-9576-06253..4,2026-06-20,1781949023,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,İstanbul,,34663,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3380-1912-9557-66163..9,2026-06-20,1781949210,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3325-8652-6122-03640..2,2026-06-20,1781949408,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,Hakkaari,AKSARAY,48300,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3319-3575-8349-28137..9,2026-06-20,1781949449,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,Gop,İSTANBUL,34050,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3394-9032-2292-44796..14,2026-06-20,1781949737,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,,,,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3387-2094-8660-38069..10,2026-06-20,1781949827,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,,,,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3339-7715-4542-69039..11,2026-06-20,1781949894,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,,,50500,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3319-8043-8699-08756..5,2026-06-20,1781949903,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3334-1905-0456-14309..0,2026-06-20,1781950017,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,,,,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3327-3875-9042-58271..19,2026-06-20,1781950064,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,Selçuk,İZMIR,35920,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3327-1261-2559-88422..2,2026-06-20,1781950752,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,AUD,7.72,0.77,8.49,Cherrybrook,NSW,2126,AU,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3339-9976-4778-79461..11,2026-06-20,1781951357,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3385-4301-8438-80448,2026-06-20,1781951831,Charged,OP4B80L1,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,,,,TR,p1m,,4992198440023195765,Yes,,,,,,In-app,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3367-2848-7179-73038,2026-06-20,1781951866,Charged,a36xq,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,,,,TR,p1m,,4992198440023195765,Yes,,,,,,In-app,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3359-8168-0390-06361..11,2026-06-20,1781951870,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3364-2640-0607-02068..11,2026-06-20,1781952592,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,Izmir,,35290,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3398-9309-7182-90247..14,2026-06-20,1781952674,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3395-4449-9042-61914..8,2026-06-20,1781953061,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3396-0752-3864-06367..8,2026-06-20,1781953192,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3391-9021-3639-44378..8,2026-06-20,1781953264,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,Akdenız,ADANA,01100,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3317-6652-1047-81615..15,2026-06-20,1781953330,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,KARABAĞLAR,,35000,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3381-3373-4778-71351..8,2026-06-20,1781953443,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,İstanbul,,34343,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3315-0650-6224-81520..15,2026-06-20,1781953575,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,,,,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3398-4320-7920-53347..1,2026-06-20,1781953651,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,Gaziosmanpaş,İSTANBUL,34100,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3378-5117-4553-23302..14,2026-06-20,1781953896,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,Ankara,ANKARA,06280,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3341-6863-6165-53988..12,2026-06-20,1781954017,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,,,28300,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3331-2067-6878-48804..1,2026-06-20,1781954088,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,,,,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3356-5858-4043-86710,2026-06-20,1781954190,Charged,Infinix-X6880,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,Güzelköy,DENIZLI,20180,TR,p1m,,4992198440023195765,Yes,,,,,,In-app,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3364-2977-9591-99936..12,2026-06-20,1781954459,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3313-1750-3162-69827,2026-06-20,1781954619,Charged,TECNO-KI7,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,,,,TR,p1m,,4992198440023195765,Yes,,,,,,In-app,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3396-7183-6856-66349,2026-06-20,1781954651,Charged,Infinix-X6880,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,Güzelköy,DENIZLI,20180,TR,p1m,,4992198440023195765,Yes,,,,,,In-app,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3353-6363-7063-69162..7,2026-06-20,1781954967,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3352-7155-3478-99240..9,2026-06-20,1781955118,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,,,48700,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
GPA.3302-6441-8744-99878..10,2026-06-20,1781955335,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.5,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202606.zip,salesreport_202606.csv,2026-06-20,2026-06-20,2026-06-22T11:06:53.427039+00:00
